,Customer,Distance,Address Long,Address Lat,Branch,Branch Long,Branch Lat,Rank
59,58,2.84,-0.0007669849397889081,0.898519636830236,London,-0.0019174710761185303,0.898519636830236,1.0
121,120,3.97,-0.0027324002104597224,0.8993849187134971,London,-0.0019174710761185303,0.898519636830236,2.0
120,119,5.36,-0.0021571571422949114,0.897175087534377,London,-0.0019174710761185303,0.898519636830236,3.0
122,121,5.8,-0.001102541941777338,0.8998917099683988,London,-0.0019174710761185303,0.898519636830236,4.0
62,61,7.2,-0.004601944545318489,0.8992357977822067,London,-0.0019174710761185303,0.898519636830236,5.0
109,108,7.94,-0.005081316677671251,0.898161303281509,London,-0.0019174710761185303,0.898519636830236,6.0
110,109,8.02,-0.002444787403023577,0.9005173232387761,London,-0.0019174710761185303,0.898519636830236,7.0
112,111,8.31,0.0002876128074361456,0.8969358203472211,London,-0.0019174710761185303,0.898519636830236,8.0
70,69,8.48,-0.0034514584089888668,0.8966067036101726,London,-0.0019174710761185303,0.898519636830236,9.0
56,55,9.65,-0.005752430681648111,0.898997141460289,London,-0.0019174710761185303,0.898519636830236,10.0
124,123,10.3,-0.005225114354743064,0.8969358203472211,London,-0.0019174710761185303,0.898519636830236,11.0
57,56,10.57,0.0,0.9009043500004059,London,-0.0019174710761185303,0.898519636830236,12.0
114,113,10.82,0.0023489164672115285,0.8978924702168244,London,-0.0019174710761185303,0.898519636830236,13.0
117,116,11.02,-0.0063756004910726855,0.8983703588193129,London,-0.0019174710761185303,0.898519636830236,14.0
125,124,11.09,-0.005321002743847633,0.8966964833468952,London,-0.0019174710761185303,0.898519636830236,15.0
123,122,11.83,-0.004601944545318489,0.9009936235916454,London,-0.0019174710761185303,0.898519636830236,16.0
75,74,12.42,-0.0011504861363296223,0.9016183641973967,London,-0.0019174710761185303,0.898519636830236,17.0
119,118,14.52,-0.006854972623425449,0.9005173232387761,London,-0.0019174710761185303,0.898519636830236,18.0
118,117,14.87,-0.007861643629390737,0.899146314751457,London,-0.0019174710761185303,0.898519636830236,19.0
55,54,16.13,-0.0042184433487777746,0.9023317326225645,London,-0.0019174710761185303,0.898519636830236,20.0
60,59,16.55,-0.008053402954307355,0.8968460755170836,London,-0.0019174710761185303,0.898519636830236,21.0
126,125,16.86,-0.008724516958284214,0.8988777958460378,London,-0.0019174710761185303,0.898519636830236,22.0
71,70,19.2,-0.0007669849397889081,0.8937287080335115,London,-0.0019174710761185303,0.898519636830236,23.0
58,57,20.41,-0.009587372833885171,0.8966067036101726,London,-0.0019174710761185303,0.898519636830236,24.0
113,112,20.56,0.0036432002806129635,0.9023911436303023,London,-0.0019174710761185303,0.898519636830236,25.0
83,82,21.02,0.0007669849397889081,0.8934884111020969,London,-0.0019174710761185303,0.898519636830236,26.0
89,88,21.6,0.006135931878188825,0.9006661998239712,London,-0.0019174710761185303,0.898519636830236,27.0
61,60,22.9,-0.011121360166755507,0.8978028301064419,London,-0.0019174710761185303,0.898519636830236,28.0
93,92,23.22,0.007286400561225927,0.8973245924381029,London,-0.0019174710761185303,0.898519636830236,29.0
107,106,23.89,-0.009587372833885171,0.9022128757005036,London,-0.0019174710761185303,0.898519636830236,30.0
108,107,24.63,-0.007861643629390737,0.9035192546456213,London,-0.0019174710761185303,0.898519636830236,31.0
104,103,25.58,-0.005752430681648111,0.8925264903381528,London,-0.0019174710761185303,0.898519636830236,32.0
86,85,26.88,-0.009970874030425887,0.893968935151756,London,-0.0019174710761185303,0.898519636830236,33.0
54,53,27.36,-0.009587372833885171,0.9035192546456213,London,-0.0019174710761185303,0.898519636830236,34.0
81,80,28.75,-0.009587372833885171,0.9039937573093609,London,-0.0019174710761185303,0.898519636830236,35.0
97,96,29.75,0.000383501196540714,0.9058889405309316,London,-0.0019174710761185303,0.898519636830236,36.0
115,114,31.9,0.010354375226966599,0.9010829146361774,London,-0.0019174710761185303,0.898519636830236,37.0
76,75,32.74,0.008053402954307355,0.9039937573093609,London,-0.0019174710761185303,0.898519636830236,38.0
105,104,34.92,-0.008820387894096263,0.8908403801076785,London,-0.0019174710761185303,0.898519636830236,39.0
0,1,37.19,0.013038831242874038,0.8997128835332394,London,-0.0019174710761185303,0.898519636830236,40.0
95,94,37.83,0.009970874030425887,0.8925264903381528,London,-0.0019174710761185303,0.898519636830236,41.0
1,2,39.69,0.007094658689601831,0.9068348042657575,London,-0.0019174710761185303,0.898519636830236,42.0
2,3,44.82,-0.0024927141442833414,0.8872154010644564,London,-0.0019174710761185303,0.898519636830236,43.0
51,50,46.63,-0.016490289651862906,0.8910814624372566,London,-0.0019174710761185303,0.898519636830236,44.0
94,93,51.0,0.016873790848403618,0.8932480443575123,London,-0.0019174710761185303,0.898519636830236,45.0
116,115,52.65,0.015819175647886045,0.9059776556168104,London,-0.0019174710761185303,0.898519636830236,46.0
87,86,52.86,-0.0042184433487777746,0.9117819225772428,London,-0.0019174710761185303,0.898519636830236,47.0
38,38,65.63,-0.022242720333511014,0.8879416849260889,London,-0.0019174710761185303,0.898519636830236,48.0
27,28,80.5,0.01610680590861471,0.9155300695057782,London,-0.0019174710761185303,0.898519636830236,49.0
25,26,89.22,0.026077679939040595,0.9129551852603109,London,-0.0019174710761185303,0.898519636830236,50.0
7,8,98.69,0.022626221530051727,0.9183292460134193,London,-0.0019174710761185303,0.898519636830236,51.0
24,25,7.04,-0.031063108227607276,0.9591000675268366,Newcastle,-0.027995151015159127,0.9593202582652682,1.0
12,13,24.67,-0.024927193802710974,0.9533508133444273,Newcastle,-0.027995151015159127,0.9593202582652682,2.0
23,24,25.83,-0.03604855396946648,0.9639282940096762,Newcastle,-0.027995151015159127,0.9593202582652682,3.0
11,12,31.65,-0.037199040105796104,0.9533508133444273,Newcastle,-0.027995151015159127,0.9593202582652682,4.0
18,19,35.65,-0.03298057930372581,0.9678538536566769,Newcastle,-0.027995151015159127,0.9593202582652682,5.0
34,35,37.95,-0.04410193947048131,0.9568943553247513,Newcastle,-0.027995151015159127,0.9593202582652682,6.0
101,100,45.96,-0.04448544066702203,0.9526844291827232,Newcastle,-0.027995151015159127,0.9593202582652682,7.0
92,91,51.68,-0.02454369260617026,0.9464345971175493,Newcastle,-0.027995151015159127,0.9593202582652682,8.0
22,23,53.02,-0.032597095560477615,0.9462103746685456,Newcastle,-0.027995151015159127,0.9593202582652682,9.0
10,11,55.91,-0.05138835748499976,0.9551248009027393,Newcastle,-0.027995151015159127,0.9593202582652682,10.0
13,14,63.89,-0.018407778181273957,0.9441892659414436,Newcastle,-0.027995151015159127,0.9593202582652682,11.0
19,20,66.47,-0.04448544066702203,0.9455373058958064,Newcastle,-0.027995151015159127,0.9593202582652682,12.0
31,32,71.77,-0.03796602504558501,0.9421625023475652,Newcastle,-0.027995151015159127,0.9593202582652682,13.0
36,37,73.24,-0.032597095560477615,0.9410340771729808,Newcastle,-0.027995151015159127,0.9593202582652682,14.0
33,34,75.35,-0.055990302030318254,0.9493430835962426,Newcastle,-0.027995151015159127,0.9593202582652682,15.0
32,33,75.88,-0.04716991413622199,0.943739372420157,Newcastle,-0.027995151015159127,0.9593202582652682,16.0
29,30,78.34,-0.009203889090636979,0.9428387301662503,Newcastle,-0.027995151015159127,0.9593202582652682,17.0
66,65,7.78,-0.017640775788192526,0.9227403911649097,Nottingham,-0.019941748060851774,0.9241280675465854,1.0
65,64,8.68,-0.016490289651862906,0.9248209458063346,Nottingham,-0.019941748060851774,0.9241280675465854,2.0
74,73,11.9,-0.015339803515533282,0.925282515580317,Nottingham,-0.019941748060851774,0.9241280675465854,3.0
64,63,12.78,-0.0218592191369703,0.9211182123449361,Nottingham,-0.019941748060851774,0.9241280675465854,4.0
68,67,18.41,-0.01227184630308513,0.9236657821876096,Nottingham,-0.019941748060851774,0.9241280675465854,5.0
69,68,23.19,-0.014572818575744374,0.9192600301035078,Nottingham,-0.019941748060851774,0.9241280675465854,6.0
99,98,24.89,-0.03029612328781837,0.9234345435150129,Nottingham,-0.019941748060851774,0.9241280675465854,7.0
77,76,27.61,-0.019558246864311058,0.9171641689245429,Nottingham,-0.019941748060851774,0.9241280675465854,8.0
67,66,29.31,-0.007669901757766641,0.9243590967796718,Nottingham,-0.019941748060851774,0.9241280675465854,9.0
63,62,30.25,-0.031446609424147995,0.9273560889047339,Nottingham,-0.019941748060851774,0.9241280675465854,10.0
8,9,30.64,-0.024927193802710974,0.9312572313954991,Nottingham,-0.019941748060851774,0.9241280675465854,11.0
85,84,30.87,-0.022242720333511014,0.9164642744412007,Nottingham,-0.019941748060851774,0.9241280675465854,12.0
28,29,36.12,-0.009587372833885171,0.9307993268129457,Nottingham,-0.019941748060851774,0.9241280675465854,13.0
100,99,38.3,-0.0042184433487777746,0.922277268047893,Nottingham,-0.019941748060851774,0.9241280675465854,14.0
98,97,40.2,-0.03566505277292577,0.927816105335682,Nottingham,-0.019941748060851774,0.9241280675465854,15.0
103,102,41.53,-0.02070873300064068,0.9136582736961844,Nottingham,-0.019941748060851774,0.9241280675465854,16.0
79,78,44.95,-0.028762135954948035,0.9141266502542496,Nottingham,-0.019941748060851774,0.9241280675465854,17.0
5,6,47.96,-0.03681553890925539,0.9176304161809207,Nottingham,-0.019941748060851774,0.9241280675465854,18.0
14,15,49.44,0.0,0.9275861233001467,Nottingham,-0.019941748060851774,0.9241280675465854,19.0
73,72,50.76,-0.023776707666381354,0.9367300777842702,Nottingham,-0.019941748060851774,0.9241280675465854,20.0
90,89,51.94,-0.01802427698473324,0.9371843171753943,Nottingham,-0.019941748060851774,0.9241280675465854,21.0
82,81,58.72,-0.0019174710761185303,0.9141266502542496,Nottingham,-0.019941748060851774,0.9241280675465854,22.0
39,39,60.06,-0.04448544066702203,0.9275861233001467,Nottingham,-0.019941748060851774,0.9241280675465854,23.0
88,87,60.72,-0.03604855396946648,0.9360481950988085,Nottingham,-0.019941748060851774,0.9241280675465854,24.0
40,40,60.74,-0.04525242560681094,0.9227403911649097,Nottingham,-0.019941748060851774,0.9241280675465854,25.0
72,71,61.28,-0.03183009316739619,0.9378651701165972,Nottingham,-0.019941748060851774,0.9241280675465854,26.0
37,38,65.63,-0.044868941863562745,0.9312572313954991,Nottingham,-0.019941748060851774,0.9241280675465854,27.0
30,31,67.22,-0.017640775788192526,0.9410340771729808,Nottingham,-0.019941748060851774,0.9241280675465854,28.0
26,27,69.11,0.008436886697555549,0.920886188274176,Nottingham,-0.019941748060851774,0.9241280675465854,29.0
106,105,69.36,-0.008053402954307355,0.9401300838869102,Nottingham,-0.019941748060851774,0.9241280675465854,30.0
41,41,70.39,-0.04640291174314056,0.9164642744412007,Nottingham,-0.019941748060851774,0.9241280675465854,31.0
35,36,72.55,-0.04180098465111459,0.9369572323864173,Nottingham,-0.019941748060851774,0.9241280675465854,32.0
